ID,WEEK1,WEEK2,WEEK3,WEEK4,WEEK5,WEEK6,WEEK7,WEEK8,WEEK9,WEEK10
343,5.006444,7.951333,12.20167,20.56056,25.85911,29.49422,31.75356,34.63589,35.92289,37.52667
344,3.989778,6.751333,11.205,19.31944,25.99244,28.82311,31.12133,34.09033,36.06622,37.43667
345,5.217667,8.160889,12.07755,19.68567,25.76967,28.166,30.66689,34.39422,37.497,38.01322
346,5.442111,9.176444,12.40533,22.09456,27.06967,28.386,30.31022,32.76533,34.93589,37.69211
347,4.844333,8.169778,11.49756,19.27233,25.06523,26.49378,28.55245,31.81978,32.43144,32.15656
348,4.854222,7.375778,10.41278,19.27167,25.45911,28.86311,30.04244,30.37366,33.53067,34.63
349,5.171333,8.244445,13.00533,20.93033,26.03611,27.391,29.85467,33.14422,34.70122,39.04411
350,5.782445,9.132223,13.91756,18.41589,26.63389,27.81989,30.93133,30.35089,34.78011,36.58745
351,3.578778,4.967555,7.712,14.49011,19.79967,21.96267,23.31356,22.50978,26.26922,27.41433
352,4.758,7.826667,11.71644,19.30922,25.555,28.82211,30.358,34.09533,34.83233,38.84967
353,5.828,10.333334,15.21311,22.93478,27.34945,30.90544,32.13133,34.428665,37.029,39.27078
354,4.342556,8.38511,12.31789,17.71878,22.41555,24.29167,26.50356,27.21256,30.54978,30.88956
355,5.344667,9.504444,14.57311,22.89811,26.83056,27.66989,29.28244,31.13422,33.159,35.20744
356,5.835889,10.008446,14.42011,21.79656,26.71556,28.07278,30.90022,33.24256,32.81089,35.56178
357,5.128111,9.071778,13.24567,18.36767,23.35556,27.11723,28.038,29.36478,31.71644,35.82622
358,3.680222,6.568888,9.92867,16.527,20.04611,21.211,22.41022,25.24533,26.55567,28.62633
359,5.092445,9.108889,12.97867,18.19367,25.56833,27.61656,31.008,30.45533,34.60678,36.783
360,4.749222,8.694,12.39233,19.71545,24.07667,26.29278,28.30245,30.07367,31.772,34.41178
361,3.868666,6.402334,10.81289,17.747,23.66033,26.91267,27.55011,31.94489,33.096,35.58289
362,5.085222,8.186113,13.03033,19.92411,25.14533,27.232,30.13011,30.86878,31.93633,33.54744
363,5.650778,8.558334,13.99922,21.89856,27.55311,29.26867,28.78678,32.44989,33.48078,35.47411
364,4.945334,8.522335,13.18845,20.10589,23.51255,26.13711,27.44566,27.10822,30.36933,30.85067
365,5.308555,8.035,13.057,20.463,26.07423,27.60311,30.87344,31.44322,33.26744,35.06522
366,6.559777,10.73567,14.24178,20.847,27.017,29.266,32.835665,35.31933,38.41156,36.83844
367,5.918555,9.495,13.98811,22.38633,28.25755,30.72311,32.85455,35.69322,38.10744,42.07411
368,4.806333,8.03389,12.147,20.48522,25.78089,28.01756,29.96011,31.01989,33.23189,35.49966
369,4.580777,7.951667,12.78033,19.42856,24.56533,27.57533,30.63233,30.63434,32.10189,35.29078
370,6.143,9.715,14.74478,22.76855,27.162,29.36311,31.68678,33.18544,34.643,36.153
371,5.137667,8.656667,13.71189,22.29889,27.09766,28.69911,32.12544,35.82589,37.909,40.294
372,4.792222,8.536221,12.186667,20.33067,26.19822,28.122,30.21656,35.292,37.462,38.513
373,3.789888,6.734445,9.633,15.32278,20.69656,24.73911,28.28211,30.39478,31.549,32.818
374,5.115555,9.401777,13.65778,25.05178,27.76378,29.58311,33.58989,35.22089,39.802,40.271
375,5.072111,8.896667,12.42967,16.45222,23.78434,26.83133,28.08989,31.19589,32.419,35.68
376,4.291,7.812223,11.411888,19.28667,23.47433,23.868,24.83656,27.05478,29.099,32.095
377,4.659889,8.274444,11.788556,16.49,24.01433,26.32467,28.42544,29.98033,32.559,34.821
378,4.548778,7.67,11.129667,20.23,24.21656,27.21355,28.82878,32.37589,34.689,36.977
379,3.985555,6.384,9.351111,15.92178,21.45378,23.28645,25.15322,27.07811,30.312,32.63
380,4.512667,7.472445,11.739445,19.20044,23.42222,28.86,30.12456,31.06378,33.181,35.464
382,5.172222,8.490666,12.692222,20.43956,25.32267,26.26978,28.91433,30.20422,30.962,34.25
383,5.034334,8.759333,13.009222,21.28956,29.96222,32.13167,34.80278,39.95833,40.568,43.995
384,4.631,8.303778,11.860333,18.84511,22.41889,26.50389,29.71055,31.37056,32.628,30.364
385,5.075445,8.809333,12.52811,19.854,24.94333,27.595,30.55611,32.85945,34.897,38.811
386,5.234333,8.698223,12.302556,19.47289,25.72222,27.37722,30.515,31.38722,33.248,34.789
387,5.123111,9.088666,13.331111,20.83778,24.30167,28.47989,29.56945,29.75667,32.479,36.052
388,4.983111,8.300889,12.406667,18.17667,22.35805667,25.57767,26.55389,28.23889,31.23,31.513
389,4.457667,8.206,11.6447,19.0195,24.46889,26.61278,27.23389,28.65944,29.785,31.957
390,4.912,8.880888,13.418889,21.39444,28.43945,29.911,31.995,33.57778,37.26,40.491
391,3.844222,6.950889,10.04,16.97,23.08945,27.36322,29.43833,30.41556,34.053,35.908
392,3.630889,7.292,12.717778,16.37778,22.76611,23.571,27.735,29.06444,31.024,32.333
393,4.485333,7.929666,11.44022,17.19611,23.45111,24.91567,25.04567,26.52933,27.762,29.369
394,4.442,7.945222,12.04911,19.49167,27.64889,28.99344,31.919,34.37155,35.858,38.323
395,4.530889,8.095222,11.98689,19.535,25.85555,29.44678,31.469,34.18378,36.186,36.989
396,5.219889,8.924779,12.89833,18.75789,22.25611,26.24744,28.43678,30.68767,31.741,35.59
397,4.749889,8.623666,12.95833,20.09678,23.16778,25.62078,29.47456,29.06656,33.955,34.598
398,5.692333,9.051889,13.77655,19.40966,22.31255,23.11833,25.13756,25.153,27.632,29.004
399,5.826667,9.663445,14.744,20.72233,26.34533,30.05656,33.30089,33.811,35.87,36.411
400,4.335555,6.459001,10.378445,15.49345,20.55866,23.41211,26.41422,27.539,29.336,30.205
401,5.164556,8.986333,13.16322,18.30633,21.30367,24.59056,28.74533,29.811,32.16,35.344
402,5.758889,10.119001,14.84733,21.24344,26.922,28.01433,30.80422,31.793,35.673,35.163
403,5.205556,9.901223,15.18955,20.88789,28.66311,28.98211,33.52645,34.58,38.394,39.995
404,5.549,10.281889,14.54656,19.79744,27.15811,28.14722,30.20422,30.744,32.857,35.297
405,5.176667,9.099,14.01956,21.60122,26.41422,26.86322,30.162,31.66,34.428,36.697
406,5.495556,9.435667,14.41289,15.35456,22.99089,27.40655,31.47089,33.046,35.956,39.228
407,4.782222,8.559,13.09178,19.63456,22.66422,23.181,24.91311,26.109,28.755,32.054
408,5.750333,9.371111,15.68622,22.94778,30.08778,33.07367,37.04678,37.447,43.81,42.904
409,5.833666,10.086667,12.85178,21.19111,26.89333,28.03811,29.96122,33.456,35.329,37.583
410,3.911445,6.571111,11.506221,18.66333,24.53222,27.52256,29.99789,31.235,34.151,35.681
411,4.941444,8.432222,12.66289,19.62667,26.63889,28.06144,31.27122,32.315,35.24,37.082
412,4.079222,6.447778,10.977334,17.67111,24.04222,27.54367,29.13345,30.151,32.759,34.968
413,4.819112,7.757111,12.97033,19.49045,23.80278,26.42522,28.92789,30.681,34.106,35.403
414,4.603555,9.807111,11.68922,15.87489,22.195,25.59633,28.21011,30.125,32.913,34.913
415,4.628,8.043777,13.73256,21.01822,27.80611,29.81745,31.83122,34.714,37.248,38.283
416,4.233556,8.791555,12.71256,18.74711,24.32167,25.68855,28.22789,29.756,31.929,32.855
417,4.404778,7.27111,11.326222,18.02556,25.52222,28.247,29.79567,30.742,33.175,33.882
418,5.212555,9.393334,14.35067,20.42556,26.27222,28.45811,32.80011,34.03,33.741,38.58
419,5.030334,8.89,14.594,20.57333,26.44778,29.58589,32.30344,35.724,38.225,39.237
420,4.798112,8.69,12.38067,20.09556,23.65889,25.83033,28.259,29.937,33.038,35.364
421,4.887,8.817778,13.07622,20.60111,25.49,28.77033,32.41011,35.644,36.809,37.067
422,4.753778,7.292555,12.95856,18.77767,23.311,26.29167,29.22,29.498,32.996,34.252
423,3.969445,5.877667,10.566667,15.180556,23.45934,27.31455,29.693,32.783,33.738,36.202
424,4.850444,8.413667,12.49967,17.491,24.70545,27.17389,29.6,30.394,32.852,34.799
425,5.259445,8.987667,12.580001,20.39278,27.92822,32.29011,35.602,37.127,39.616,41.111
426,3.826,8.049222,10.103,16.90878,20.901,22.53167,23.848,23.34,25.467,27.415
427,4.655,7.934333,11.549999,17.77944,23.72711,26.66789,29.41,32.717,34.36,37.273
428,4.419444,6.926556,10.052222,17.12611,23.15155,27.26122,28.95,30.592,33.44,35.037
429,5.082667,8.554778,13.44967,18.36878,23.65878,27.20278,30.89,31.314,33.436,35.605
430,4.361667,4.748778,10.816667,16.88389,23.67045,26.35678,28.595,31.294,32.494,33.851
431,3.532667,7.470333,9.908556,15.12989,20.91878,25.67722,27.988,27.759,30.93,32.806
432,3.873888,6.336556,12.25,16.05944,20.196,22.98456,24.223,26.62,28.465,29.675
433,3.535,7.273222,9.841111,15.55722,24.20267,27.44678,28.863,29.996,32.078,33.162
434,3.916556,8.166111,11.551667,16.40033,23.19333,26.33478,28.563,28.972,30.942,33.705
435,6.667777,8.139222,13.64167,20.81367,27.36444,31.068,34.508,36.316,38.281,39.642
436,5.088889,9.780333,13.28722,22.08922,28.35111,31.602,32.776,36.81,40.179,42.625
437,4.033334,7.833666,9.753889,16.07478,20.40439,24.099,27.372,29.269,31.132,33.543
438,3.932223,7.620332,11.465,17.94478,24.18444,26.704,31.125,35.034,37.856,39.29
439,3.618889,9.180334,13.32611,20.02589,26.47333,29.881,33.712,37.197,38.575,41.839
440,4.795556,9.127,14.70278,21.337,27.86556,30.943,33.615,35.735,39.302,42.04
441,4.791667,7.889444,10.378111,17.72745,20.21122,23.417,25.202,25.715,27.306,28.419
442,4.955555,10.018112,15.25389,23.747,32.44334,35.543,36.689,38.684,42.716,44.927
443,4.41,8.357,11.955,17.56589,24.33,27.221,29.811,32.351,33.272,34.319
444,4.774555,7.878778,12.31756,18.321,25.59833,29.152,33.528,39.135,44.262,49.128
445,3.952222,6.461444,10.537222,17.45922,22.39444,24.246,27.545,29.298,31.448,33.278
446,3.902222,8.023668,11.58722,15.86589,20.44445,20.953,22.469,23.122,24.097,25.345
447,3.605556,7.662001,11.872,18.84711,22.59789,24.142,25.569,25.051,27.188,28.66
448,5.531111,9.311999,14.31311,23.63378,30.56011,33.902,33.047,34.014,38.404,39.145
449,4.978889,8.387556,12.24645,20.48155,26.36011,30.038,35.819,36.521,37.64,38.377
450,6.762222,9.184223,12.97422,19.58378,24.41789,26.886,28.84,29.325,32.443,33.033
451,4.335556,8.780888,13.58311,20.62711,25.94678,29.383,31.625,32.991,36.285,38.061
452,4.828889,8.406445,13.64978,21.64489,27.579,31.535,34.373,34.361,37.743,40.461
453,4.521667,7.086667,13.20622,17.94756,21.75228,24.142,27.263,27.354,29.354,32.167
454,3.836778,8.092667,11.57344,19.03778,23.77139,26.838,30.17,31.046,33.301,34.988
455,4.852223,8.560888,11.41422,19.04156,24.76828,29.5,32.55,32.459,34.547,36.022
456,6.067888,7.664889,11.4145545,17.47222,23.22011,27.301,30.08,30.554,33.536,36.068
457,4.586667,8.443222,12.87633,19.13155,24.61644,26.87,28.827,29.728,32.521,32.977
458,5.045556,7.126556,11.53411,16.45933,22.25422,24.378,27.9,28.248,30.559,30.989
459,3.368778,7.134777,11.89933,16.41089,20.71367,22.041,24.503,25.063,27.284,28.432
460,4.840001,8.690999,13.503,20.13711,24.47978,27.482,29.881,31.559,33.796,34.67
461,6.972111,8.560333,14.48044,20.42644,26.01144,28.918,31.399,31.955,35.819,36.15
462,4.481111,8.235444,11.623,17.736,22.88756,25.868,28.043,29.294,32.256,33.525
463,4.56,8.291001,15.08856,22.20267,28.13866,30.293,32.76,34.89,36.939,39.566
464,3.948889,8.286556,14.653,20.77267,26.10311,27.92,30.85,32.82,33.813,36.217
465,4.175445,9.089223,14.56822,19.98533,25.61922,28.275,29.829,31.986,35.066,36.455
466,5.070001,8.168778,13.31967,18.96822,24.46755,27.12,30.445,31.472,34.126,35.595
467,4.100999,7.567001,14.31933,21.42978,28.38589,31.456,34.363,34.5,37.911,38.642
468,4.51,8.153223,13.54744,18.296,23.35533,25.615,29,30.114,34.625,34.586
469,5.097222,9.63189,14.56322,20.05222,27.58611,29.438,33.938,35.767,39.285,41.836
470,6.077333,9.752556,15.62911,21.11289,27.72889,30.318,32.356,34.758,36.445,41.166
471,5.769444,9.098556,13.04989,17.24889,22.16055,23.355,27.105,28.1475,28.777,30.973
472,3.943889,8.125222,14.25211,20.09333,26.25611,28.228,33.028,33.401,36.67,38.697
473,5.363889,9.589666,14.67433,19.83111,25.52944,26.187,30.096,31.393,33.55,36.429
474,4.475556,8.627667,10.799667,15.41378,18.65733,20.675,20.976,21.095,23.08,23.384
475,4.093889,9.186334,15.18211,21.76778,25.71389,27.298,30.225,29.669,33.099,36.631
476,3.761111,7.953222,13.90967,19.83155,25.71845,27.627,31.185,32.914,36.927,35.691
478,5.622778,8.585222,14.521,20.84,25.46167,27.034,31.312,32.745,36.682,38.964
479,6.326444,8.828333,12.003333,20.695,27.05,31.384,33.688,35.233,36.857,39.644
480,5.381889,8.568778,11.037445,20.07211,25.855,29.626,32.057,31.054,36.467,39.099
481,4.939778,6.955,10.403334,17.93722,23.039,25.247,27.136,28.158,30.687,32.16
482,4.746445,7.387222,11.050001,18.32389,20.096,25.997,29.834,30.643,33.743,34.842
483,6.769667,7.788778,12.94411,21.38655,26.061,30.218,32.79,32.78,36.753,38.959
484,7.301889,8.979889,11.694111,20.34433,26.675,28.853,31.437,33.329,35.93,38.153
485,5.579666,7.635444,12.26856,20.21655,25.295,27.476,28.533,28.049,31.757,33.931
486,5.009667,7.938777,11.466333,19.25544,24.941,27.384,29.825,30.113,33.144,34.805
487,5.152,7.100556,10.218889,17.56944,21.515,25.838,28.146,29.619,31.919,33.487
488,6.421889,8.774333,10.691888,16.79322,21.824,25.396,26.862,27.143,30.777,32.545
489,3.721889,8.043223,11.060778,19.85767,26.083,29.896,32.326,34.505,35.731,38.167
490,3.886333,5.049889,9.363,15.26656,22.076,25.007,26.096,30.09,32.045,34.053
491,5.955334,6.409444,11.248889,19.535,25.032,27.724,30.565,32.362,34.567,37.717
860,5.51,9.388444,14.264,21.656,27.565,31.623,34.308,34.747,38.014,39.163
861,4.91,8.118444,12.433,19.154,25.365,28.396,30.631,32.147,32.702,34.443
862,5.002111,8,11.866,18.318,22.984,24.494,25.517,28.637,30.98,31.794
863,5.207666,8.588889,12.31,19.271,23.438,26.131,28.589,30.813,33.759,35.383
864,5.781111,9.392888,14.595,22.357,27.286,29.058,30.988,33.626,35.49,37.569
865,5,8.746222,12.975,17.84,20.103,21.185,23.565,26.126,27.615,28.595
866,5.067667,8.031112,12.354,20.121,26.343,30.201,33.577,35.269,36.601,40.266
867,5.575555,9.294,13.59,18.262,22.33,24.367,26.021,26.97,29.005,31.594
868,4.299889,6.235555,8.431,14.123,19.453,23.052,25.202,26.406,27.527,29.118
871,4.179889,7.395556,11.383,18.044,23.383,26.029,28.627,32.135,35.256,37.595
1037,4.351778,7.828,12.743,19.19,26.522,28.712,32.287,33.995,35.24,37.199
1038,5.290667,8.38,13.825,19.589,22.033,26.118,29.657,32.007,34.047,35.561
1039,4.298555,6.804,10.475,15.249,20.244,21.861,23.878,25.683,26.774,28.065
1040,5.435111,9.06,14.569,21.289,25.023,29.228,32.53,34.597,36.087,38.005
1041,4.635112,8.268,13.813,19.398,22.419,26.117,29.163,29.986,32.148,33.473
1042,4.705111,8.055,13.515,19.991,23.317,27.361,31.259,33.465,36.06,37.795
1043,3.341778,6.57,10.085,14.283,19.428,21.222,23.628,25.587,27.554,29.561
1044,4.472889,7.431,11.712,17.358,23.555,24.465,26.968,28.303,30.351,32.305
1045,5.169667,8.762,13.547,20.416,26.102,28.44,31.927,32.963,35.693,37.844
1046,4.505111,7.744,11.838,18.696,22.722,26.626,29.801,32.367,34.345,36
1047,3.589556,6.421,9.783,14.64,20.123,21.777,24.544,26.213,28.085,29.911
1141,4.544,7.155,11.289,20.894,26.176,29.004,30.296,31.874,35.201,37.361
1142,4.328,7.141,10.756,20.002,25.452,28.039,30.022,33.206,32.972,35.414
1143,4.462,8.316,12.406,20.003,24.121,26.369,29.539,32.323,33.691,34.973
1144,3.154,4.785,6.295,11.7535,17.407,23.711,26.874,28.796,31.666,32.391
1145,5.523,10.003,14.997,23.417,29.43,31.765,33.372,35.494,37.781,40.248
1146,4.584,8.396,12.058,19.73,25.029,28.012,31.071,33.904,34.805,36.587
1147,3.859,6.168,8.873,14.719,20.115,23.576,24.547,25.89,27.276,28.927
1148,5.124,8.712,12.172,18.698,24.385,26.139,26.766,29.303,31.446,33.241
1149,5.223,9.351,13.153,21.199,25.836,27.869,29.913,32.159,33.466,35.975
1150,3.772,6.686,9.949,15.868,21.868,25.227,27.6,28.217,29.949,33.745
1151,4.847,7.871,11.54,19.32,25.06,27.906,30.223,33.235,34.484,36.565
1152,4.718,7.447,11.502,18.54,24.536,27.369,27.491,30.858,32.05,31.945
1153,4.752,8.048,12.552,17.443,22.192,24.485,25.872,28.419,30.514,33.152
1154,4.632,8.594,12.685,18.0445,23.599,26.844,27.844,30.245,30.846,33.342
1164,4.738166667,8.426,13.237,18.33,24.819,25.827,27.406,28.836,30.987,32.214
1165,5.638666667,9.402,14.517,20.69,26.634,28.44,29.857,31.309,34.656,36.77
1166,5.189666667,9.632,14.76,21.028,24.788,26.833,28.858,29.765,32.422,32.802
1167,5.376666667,9.182,13.776,20.272,25.455,27.845,30.487,31.641,34.36,35.057
1168,5.135,9.092,13.244,18.836,24.008,25.292,27.273,28.386,30.309,31.848
1169,5.319333333,9.372,14.312,19.882,23.06,24.428,25.502,26.57,28.632,29.865
1171,5.6605,10.256,15.814,21.672,28.135,29.773,30.802,32.746,34.929,36.85
1172,4.572833333,8.692,12.188,17.175,22.248,24.712,27.026,28.901,30.459,32.174
1173,5.616,10.516,16.71,22.632,29.085,31.951,33.515,35.366,36.926,39.024
1174,3.979,7.349,11.826,19.781,26.431,28.739,32.401,34.766,36.957,39.789
1175,3.889,7.047,11.368,16.936,23.634,24.328,28.834,30.736,32.61,34.872
1176,3.496,6.702,10.714,16.716,20.976,22.319,25.37,27.112,28.151,30.424
1177,2.985,6.141,9.575,16.659,22.206,24.658,27.385,30.157,30.575,33.461
1178,5.249,8.825,13.875,19.985,23.992,26.235,28.086,28.659,30.794,32.803
1179,4.715,7.798,12.475,19.493,25.335,28.334,31.001,31.264,33.589,36.124
1180,3.855,6.976,11.207,17.365,23.967,26.113,28.449,29.659,30.45,32.534
1181,4.057,7.624,12.427,20.983,26.937,30.317,32.555,34.173,38.489,41.045
1182,4.695,7.712,12.627,19.82,24.947,27.352,29.188,32.517,36.077,38.514
1183,6.337,9.28,14.703,22.854,27.046,31.006,32.406,35.05,38.629,41.236
1184,5.72,8.765,13.893,22.582,25.838,26.96,29.333,31.647,34.219,37.431
1185,5.359,8.435,12.816,20.609,24.822,28.545,31.95,34.72,37.804,40.684
1186,5.519,7.8,12.638,20.568,24.666,26.257,30.166,31.382,35.169,35.204
1187,3.823,5.757,8.323,13.131,19.934,24.211,25.794,26.722,28.928,30.556
1188,5.657,8.173,12.764,20.265,25.388,28.595,30.748,33.368,35.578,38.511
1189,5.283,8.598,12.69,20.514,23.831,25.364,28.152,29.799,31.702,32.2
1190,4.886,7.344,10.699,17.803,22.216,24.02,26.475,29.652,31.143,32.462
1191,4.7,7.589,11.469,19.118,25.63,27.44,31.244,33.709,34.971,37.304
1192,4.05,6.792,9.942,16.334,20.801,23.014,25.932,28.728,29.376,31.461
1193,4.37,6.818,10.897,19.453,25.221,26.962,29.196,31.172,32.895,35.668
1194,4.444,7.279,11.402,19.796,24.634,25.86,29.553,31.531,31.686,33.228
1295,3.3,7.596,11.281,17.912,24.895,28.209,31.041,33.925,36.257,39.411
1296,3.814,8.064,11.238,18.239,25.372,27.492,29.712,31.337,32.913,34.147
1297,3.247,7.727,11.671,19.842,24.6,27.391,29.274,31.477,33.72,35.706
1298,4.1,8.86,12.355,19.053,25.073,27.542,29.812,30.691,32.987,33.631
1299,4.538,9.371,13.869,19.99,26.53,28.093,30.003,29.403,32.511,32.661
1300,3.958,8.793,13.161,19.744,24.143,25.809,27.47,29.135,31.274,31.979
1301,4.397,9.125,15.1,23.151,29.23,32.144,34.956,38.286,38.91,41.678
1302,4.468,9.629,13.982,21.125,25.144,27.448,30.674,33.553,34.614,36.765
1437,4.883,8.496,13.452,19.794,24.067,24.767,28.903,31.119,33.835,35.103
1438,5.33,8.881,13.754,20.854,26.726,27.955,30.071,32.763,33.774,35.342
1439,5.643,9.094,14.576,20.779,26.406,27.874,30.98,32.188,34.154,35.017
1440,6.423,10.253,15.954,23.526,27.18,29.215,31.754,33.248,35.784,37.189
1441,5.505,9.622,15.772,24.007,28.274,29.859,32.428,34.726,36.427,38.591
1442,4.824,8.693,14.167,20.59,25.822,27.873,30.725,32.67,34.246,36.64
1443,4.814,8.287,11.584,20.826,27.337,30.609,33.494,36.525,38.829,41.133
1444,5.521,9.117,13.409,21.286,26.402,29.03,31.26,33.716,36.567,38.765
1445,6.067,10.524,16.499,25.66,30.278,30.042,32.353,34.907,38.162,38.688
1446,5.666,9.666,15.129,23.4,28.254,31.16,33.128,35.272,38.725,40.795
1447,5.454,9.039,11.829,18.754,25.744,26.693,29.476,29.952,32.15,33.201
1448,5.541,8.868,13.191,22.632,29.139,31.074,32.253,33.818,35.814,37.848
1449,5.211,8.357,11.79,18.277,24.642,26.616,30.654,32.005,34.582,35.161
1450,5.084,8.723,11.421,18.242,24.953,27.614,28.71,29.965,31.328,32.625
1451,5.012,8.186,11.688,19.756,23.741,26.244,27.78,30.715,33.031,34.965
1452,5.543,8.513,12.599,21.516,26.881,30.923,35.139,37.882,40.305,42.239
1453,4.784,7.709,11.122,16.741,23.314,25.467,27.493,28.175,30.591,32.645
1454,5.577,8.761,12.556,20.87,25.878,28.851,30.142,32.703,34.631,36.87
1455,5.733,9.544,14.204,22.327,27.876,30.33,33.199,34.503,36.494,39.671
1456,5.564,9.296,13.49,19.583,24.734,27.338,30.03,31.353,33.728,35.256
1457,5.366,7.717,12.097,19.057,24.034,27.499,29.324,31.775,34.189,36.342
1458,3.858,5.609,8.72,15.497,23.154,25.232,28.293,29.821,32.958,34.812
